X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,date_updated,email,dis_status,POINT_X,POINT_Y
-13136418.5651519,4069006.58961345,22089,HSIP Freedom Gnis_cultural_fe,270397,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Ranger Stations,US Geological Survey (USGS),Charlton Station,,,,,,,,,,24347,,,http://egis3.lacounty.gov/lms/?p=24347,publish,34.2988899,-118.0064557,2010/11/01 19:50:56+00,,,6559720.5789288,1931152.03856264
-13139418.091183,4065825.51223063,22093,HSIP Freedom Gnis_cultural_fe,276626,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Ranger Stations,US Geological Survey (USGS),Shortcut Station,,,,,,,,,,24351,,,http://egis3.lacounty.gov/lms/?p=24351,publish,34.2752796,-118.0334009,2010/11/01 19:50:56+00,,,6551579.75728397,1922561.42975965
-13152127.5152343,4057671.11562675,22095,HSIP Freedom Gnis_cultural_fe,273972,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Ranger Stations,US Geological Survey (USGS),Sunset Ridge Station,,,,,,,,,,24353,,,http://egis3.lacounty.gov/lms/?p=24353,publish,34.2147265,-118.1475716,2010/11/01 19:50:56+00,,,6517055.92311655,1900556.12961023
-13151787.3897111,4064590.75346164,22097,HSIP Freedom Gnis_cultural_fe,273989,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Ranger Stations,US Geological Survey (USGS),Switzer Station,,,,,,,,,,24355,,,http://egis3.lacounty.gov/lms/?p=24355,publish,34.2661133,-118.1445162,2010/11/01 19:50:56+00,,,6518006.52784264,1919255.35599123
-13155281.6639834,4055128.7583603,22152,HSIP Freedom Gnis_cultural_fe,1655173,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Ranger Stations,US Geological Survey (USGS),Oak Grove Ranger Station,,,,,,,,,,24413,,,http://egis3.lacounty.gov/lms/?p=24413,publish,34.1958385,-118.1759058,2010/11/01 19:50:56+00,,,6508477.80018097,1893696.23880248
-13138304.818282,4055203.48119494,22153,HSIP Freedom Gnis_cultural_fe,1655157,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Ranger Stations,US Geological Survey (USGS),Chantry Flat Station,,,,,,,,,,24414,,,http://egis3.lacounty.gov/lms/?p=24414,publish,34.1963937,-118.0234002,2010/11/01 19:50:56+00,,,6554594.33360389,1893852.56854232
-13151911.0878942,4064964.91306744,22284,HSIP Freedom Gnis_cultural_fe,277069,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Ranger Stations,US Geological Survey (USGS),Switzer Visitor Information Station,,,,,,,,,,24548,,,http://egis3.lacounty.gov/lms/?p=24548,publish,34.268891,-118.1456274,2010/11/01 19:50:56+00,,,6517672.25718573,1920266.6951759
-13109484.4582579,4060476.06905547,22316,HSIP Freedom Gnis_cultural_fe,271003,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Ranger Stations,US Geological Survey (USGS),East Fork Station,,,,,,,,,,24582,,,http://egis3.lacounty.gov/lms/?p=24582,publish,34.2355605,-117.7645025,2010/11/01 19:50:56+00,,,6632849.01436456,1908188.6363268
-13117338.9166061,4049709.46745375,22321,HSIP Freedom Gnis_cultural_fe,270747,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Ranger Stations,US Geological Survey (USGS),Dalton Station,,,,,,,,,,24587,,,http://egis3.lacounty.gov/lms/?p=24587,publish,34.1555627,-117.8350603,2010/11/01 19:50:56+00,,,6611570.84432255,1879033.54765548
-13099558.1660078,4052811.41302633,22329,HSIP Freedom Gnis_cultural_fe,272263,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Ranger Stations,US Geological Survey (USGS),Lower San Antonio Station,,,,,,,,,,24595,,,http://egis3.lacounty.gov/lms/?p=24595,publish,34.1786185,-117.6753331,2010/11/01 19:50:56+00,,,6659867.15521005,1887541.62020622
-13109948.2819582,4051316.37070683,22330,HSIP Freedom Gnis_cultural_fe,273463,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Ranger Stations,US Geological Survey (USGS),San Dimas Station,,,,,,,,,,24596,,,http://egis3.lacounty.gov/lms/?p=24596,publish,34.1675071,-117.7686691,2010/11/01 19:50:56+00,,,6631646.6673598,1883419.91421081
-13118235.6730279,4046982.07036041,22340,HSIP Freedom Gnis_cultural_fe,276553,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Ranger Stations,US Geological Survey (USGS),Mount Baldy District Ranger Office,,,,,,,,,,24606,,,http://egis3.lacounty.gov/lms/?p=24606,publish,34.1352856,-117.843116,2010/11/01 19:50:56+00,,,6609145.20908198,1871650.44759232
-13117988.3767047,4067883.92244947,22355,HSIP Freedom Gnis_cultural_fe,1655158,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Ranger Stations,US Geological Survey (USGS),Coldbrook Guard Station,,,,,,,,,,24622,,,http://egis3.lacounty.gov/lms/?p=24622,publish,34.2905581,-117.8408945,2010/11/01 19:50:56+00,,,6609728.01434681,1928157.91758239
-13117308.1256003,4072413.36542618,22463,HSIP Freedom Gnis_cultural_fe,241141,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Ranger Stations,US Geological Survey (USGS),Crystal Lake Guard Station,,,,,,,,,,24737,,,http://egis3.lacounty.gov/lms/?p=24737,publish,34.324168,-117.8347837,2010/11/01 19:50:56+00,,,6611553.6701443,1940392.14606665
-13171052.6412946,4087736.80894604,22465,HSIP Freedom Gnis_cultural_fe,249648,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Ranger Stations,US Geological Survey (USGS),Soledad Guard Station,,,,,,,,,,24739,,,http://egis3.lacounty.gov/lms/?p=24739,publish,34.437773,-118.3175789,2010/11/01 19:50:56+00,,,6465915.25177605,1981845.51001014
-13101382.7370389,4074398.01653878,22490,HSIP Freedom Gnis_cultural_fe,273117,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Ranger Stations,US Geological Survey (USGS),Prairie Fork Guard Station,,,,,,,,,,24764,,,http://egis3.lacounty.gov/lms/?p=24764,publish,34.3388905,-117.6917235,2010/11/01 19:50:56+00,,,6654730.94435389,1945851.65253606
-13144644.2295283,4081290.14747255,22499,HSIP Freedom Gnis_cultural_fe,274134,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Ranger Stations,US Geological Survey (USGS),Tie Summit Station,,,,,,,,,,24773,,,http://egis3.lacounty.gov/lms/?p=24773,publish,34.3899975,-118.0803481,2010/11/01 19:50:56+00,,,6537430.16156746,1964317.45779598
-13137655.5251149,4072937.38188793,22527,HSIP Freedom Gnis_cultural_fe,270421,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Ranger Stations,US Geological Survey (USGS),Chilao Station,,,,,,,,,,24801,,,http://egis3.lacounty.gov/lms/?p=24801,publish,34.3280555,-118.0175675,2010/11/01 19:50:56+00,,,6556366.45670006,1941766.3450899
-13101135.3850939,4078667.8183782,22528,HSIP Freedom Gnis_cultural_fe,275741,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Ranger Stations,US Geological Survey (USGS),Big Pine Station,,,,,,,,,,24802,,,http://egis3.lacounty.gov/lms/?p=24802,publish,34.3705559,-117.6895015,2010/11/01 19:50:56+00,,,6655366.10876597,1957377.30960281
-13124049.5782783,4096926.23101866,22547,HSIP Freedom Gnis_cultural_fe,276617,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Ranger Stations,US Geological Survey (USGS),Pearblossom District Ranger Office,,,,,,,,,,24821,,,http://egis3.lacounty.gov/lms/?p=24821,publish,34.5058276,-117.8953432,2010/11/01 19:50:56+00,,,6593200.26360972,2006477.21927682
-13136202.1266745,4072899.93497859,22551,HSIP Freedom Gnis_cultural_fe,276625,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,US Geological Survey (USGS),Chilao Visitors Center,,,,,,,,,,24825,,,http://egis3.lacounty.gov/lms/?p=24825,publish,34.3277777,-118.0045114,2010/11/01 19:50:56+00,,,6560308.26607364,1941664.8157654
-13149406.3548399,4073087.1304116,22553,HSIP Freedom Gnis_cultural_fe,276628,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Ranger Stations,US Geological Survey (USGS),Monte Cristo Station,,,,,,,,,,24827,,,http://egis3.lacounty.gov/lms/?p=24827,publish,34.3291664,-118.123127,2010/11/01 19:50:56+00,,,6524497.11525513,1942192.9249454
-13119256.4393743,4088749.38367263,22613,HSIP Freedom Gnis_cultural_fe,1669936,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Ranger Stations,US Geological Survey (USGS),Valyermo Ranger Station,,,,,,,,,,24887,,,http://egis3.lacounty.gov/lms/?p=24887,publish,34.4452746,-117.8522857,2010/11/01 19:50:56+00,,,6606204.56896588,1984456.96213631
-13138676.1689826,4095575.37878563,22643,HSIP Freedom Gnis_cultural_fe,272116,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Ranger Stations,US Geological Survey (USGS),Little Rock Station,,,,,,,,,,24919,,,http://egis3.lacounty.gov/lms/?p=24919,publish,34.495827,-118.0267361,2010/11/01 19:50:56+00,,,6553614.56883113,2002822.42901422
-13163878.4675398,4081027.81428379,22647,HSIP Freedom Gnis_cultural_fe,276995,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Ranger Stations,US Geological Survey (USGS),North Fork Saddle Station,,,,,,,,,,24923,,,http://egis3.lacounty.gov/lms/?p=24923,publish,34.3880528,-118.2531322,2010/11/01 19:50:56+00,,,6485301.34062847,1963696.21231931
-13126832.4542758,4075296.59937659,22649,HSIP Freedom Gnis_cultural_fe,239772,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,Ranger Stations,US Geological Survey (USGS),Buckhorn Guard Station,,,,,,,,,,24925,,,http://egis3.lacounty.gov/lms/?p=24925,publish,34.3455555,-117.9203422,2010/11/01 19:50:56+00,,,6585715.04465631,1948143.99211147
-13189295.2285384,3944270.08768113,23060,LA County Department of Beaches and Harbors,239213,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,Catalina Island Chamber of Commerce,Ben Weston Beach,,,,,,,http://www.catalinachamber.com/,,,25383,"<a href=""http://www.catalinachamber.com/""> Catalina Island information </a>",,http://egis3.lacounty.gov/lms/?p=25383,publish,33.36813349,-118.48145485,2012/01/05 13:38:21+00,,,6414639.86384147,1592774.02503131
-13197007.00751,3958234.7750181,23080,LA County Department of Beaches and Harbors,247282,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,Catalina Island Chamber of Commerce,Parsons Landing,,,,,,,http://www.catalinachamber.com/,,,25400,"<a href=""http://www.catalinachamber.com/""> Catalina Island information </a>",,http://egis3.lacounty.gov/lms/?p=25400,publish,33.47283786,-118.55073094,2012/01/05 13:39:42+00,,,6393692.77089322,1630989.49256347
-13184005.5466581,3952016.50264596,23089,LA County Department of Beaches and Harbors,242022,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,Catalina Island Chamber of Commerce,Empire Landing,,,Avalon,CA,,"Beaches and Harbors Visitors Center: 424-526-7900 <br>
Beaches and Harbors Main Office: 424-526-7777 <br>",http://www.catalinachamber.com/,http://beaches.lacounty.gov,,25407,"<a href=""http://www.catalinachamber.com/""> Catalina Island information </a>",,http://egis3.lacounty.gov/lms/?p=25407,publish,33.42623012,-118.43393683,2017/07/19 13:58:44+00,info@bh.lacounty.gov,,6429242.47735272,1613852.28307156
-13194825.5662653,3957697.92470395,23092,LA County Department of Beaches and Harbors,244116,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,Catalina Island Chamber of Commerce,Johnsons Landing,,,,,,,http://www.catalinachamber.com/,,,25408,"<a href=""http://www.catalinachamber.com/""> Catalina Island information </a>",,http://egis3.lacounty.gov/lms/?p=25408,publish,33.468815,-118.53113472,2012/01/05 13:40:19+00,,,6399661.98992589,1629493.23538539
-13197589.7917895,3953013.59103353,23099,LA County Department of Beaches and Harbors,248155,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,Catalina Island Chamber of Commerce,Ribbon Beach,,,,,,"City of Avalon: 310-520-0220 <br>
Beaches and Harbors Visitors Center: 424-526-7900 <br>
Beaches and Harbors Main Office: 424-526-7777 <br>",http://www.catalinachamber.com/,http://beaches.lacounty.gov,,25413,"<a href=""http://www.cityofavalon.com/""> Catalina Island information </a>",,http://egis3.lacounty.gov/lms/?p=25413,publish,33.43370527,-118.55596618,2017/07/18 17:06:06+00,,,6392017.22076663,1616756.20770989
-13193898.1702771,3956784.26229186,23120,LA County Department of Beaches and Harbors,250032,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,Catalina Island Chamber of Commerce,Sullivans Beach,,,,,,"City of Avalon: 310-510-5220 <br>
Beaches and Harbors Visitors Center: 424-526-7900 <br>
Beaches and Harbors Main Office: 424-526-7777 <br>",http://www.catalinachamber.com/,http://beaches.lacounty.gov,,25432,"<a href=""http://www.cityofavalon.com/""> Catalina Island information </a>",,http://egis3.lacounty.gov/lms/?p=25432,publish,33.46196809,-118.52280378,2017/07/18 17:27:23+00,,,6402190.13513206,1626988.02320422
-13198707.7322388,3958340.47297049,23139,LA County Department of Beaches and Harbors,245119,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,Catalina Island Chamber of Commerce,Lorenzo Beach,,,,,,,http://www.catalinachamber.com/,,,25449,"<a href=""http://www.catalinachamber.com/""> Catalina Island information </a>",,http://egis3.lacounty.gov/lms/?p=25449,publish,33.47362988,-118.56600881,2012/01/05 13:36:48+00,,,6389034.56367423,1631303.6274339
-13175071.9538495,3945152.09033094,24093,LA County Department of Beaches and Harbors,238965,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,Catalina Island Chamber of Commerce,Bannings Beach,,,,,,"Beaches and Harbors Visitors Center: 424-526-7900 <br>
Beaches and Harbors Main Office: 424-526-7777 <br>",http://www.catalinachamber.com/,http://beaches.lacounty.gov,,26414,"<a href=""http://www.catalinachamber.com/""> Catalina Island information </a>",,http://egis3.lacounty.gov/lms/?p=26414,publish,33.3747503,-118.353685,2017/07/19 14:19:13+00,info@bh.lacounty.gov,,6453667.51183589,1595020.15013222
-13174541.6879216,3944565.08697365,24099,LA County Department of Beaches and Harbors,242577,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,Catalina Island Chamber of Commerce,Gallagher Beach,,,,,,,http://www.catalinachamber.com/,,,26418,"<a href=""http://www.catalinachamber.com/""> Catalina Island information </a>",,http://egis3.lacounty.gov/lms/?p=26418,publish,33.37034664,-118.34892154,2012/01/05 13:39:00+00,,,6455116.53387222,1593412.33412215
-13172416.3795026,3942346.62234401,24118,LA County Department of Beaches and Harbors,243141,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,Catalina Island Chamber of Commerce,Hamilton Beach,,,,,,,http://www.catalinachamber.com/,,,26436,"<a href=""http://www.catalinachamber.com/""> Catalina Island information </a>",,http://egis3.lacounty.gov/lms/?p=26436,publish,33.35370185,-118.32982957,2012/01/05 13:39:18+00,,,6460926.94843248,1587334.68256356
-13176785.8310085,3949188.3328991,24134,LA County Department of Beaches and Harbors,255391,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,Catalina Island Chamber of Commerce,Button Shell Beach,,,,,,,http://www.catalinachamber.com/,,,26450,"<a href=""http://www.catalinachamber.com/""> Catalina Island information </a>",,http://egis3.lacounty.gov/lms/?p=26450,publish,33.40502389,-118.36908102,2012/01/05 13:40:37+00,,,6449006.59136772,1606055.20745839
-13202334.9076344,4034063.29265749,57434,LA County Department of Beaches and Harbors,1010799006,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,Los Angeles County Department of Beaches and Harbors,Las Tunas Beach,19444 Pacific Coast Highway,,Malibu,CA,,"Visitors Center: 424-526-7900 <br>
Beaches and Harbors: 424-526-7777 <br>
",http://beaches.lacounty.gov,"<a href=""http://www.malibucity.org""> City of Malibu </a>","<a href=""http://www.parks.ca.gov""> California State Parks </a> ",59073,"Facilities: Swimming, Fishing, Diving

Parking: Off-street parking
",90265,http://egis3.lacounty.gov/lms/?p=59073,publish,34.0391736,-118.59859228,2017/07/20 07:49:05+00,info@bh.lacounty.gov,,6380322.20413047,1837176.38760357
-13218306.0395448,4033253.13849122,57437,LA County Department of Beaches and Harbors,1010799003,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,Los Angeles County Department of Beaches and Harbors,Dan Blocker Beach,26000 Pacific Coast Highway,,Malibu,CA,,"Visitors Center: 424-526-7900 <br>
Beaches and Harbors: 424-526-7777 <br>
",http://beaches.lacounty.gov ,"<a href=""http://www.malibucity.org""> City of Malibu </a>",,59074,"Dan Blocker beach includes Puerco Beach and Corral Beach.
Facilities: Swimming, Surfing, Fishing, Diving, Portable Restrooms

",90265,http://egis3.lacounty.gov/lms/?p=59074,publish,34.03314265,-118.7420634,2017/07/20 07:45:50+00,info@bh.lacounty.gov,,6336841.03814022,1835271.52756815
-13181307.5585402,3994350.67385457,57441,LA County Department of Beaches and Harbors,1010799012,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,Los Angeles County Department of Beaches and Harbors,Point Vicente,Palos Verdes Dr. & Hawthorne Blvd.,,Palos Verdes,CA,"<p>The Interpretive Center open daily 10:00am to 5:00pm.</p> 
<p>The Lighthouse is open second Saturday of every month from 10:00am to 4:00pm. </p>","<p>Visitors Center: 424-526-7900 </p>
<p>Beaches and Harbors: 424-526-7777 </p>
",http://beaches.lacounty.gov ,"<a href=""http://www.parks.ca.gov""> California State Parks </a>",,59075,"<p>Facilities: Fishing, Interpretive Center, Lighthouse </p>
<p><a href=""http://www.rpvca.gov/Facilities/Facility/Details/Point-Vicente-Interpretive-Center-13""> Point San Vicente Interpretive Center</a></p>
<p><a href=""https://sites.google.com/site/pointvicentelighthouse/""> Point San Vicente Lighthouse </a></p>",90275,http://egis3.lacounty.gov/lms/?p=59075,publish,33.74304101,-118.40970039,2017/07/20 08:08:01+00,info@bh.lacounty.gov,,6437108.80610822,1729120.47937198
-13211420.1654476,4033485.23813662,57449,LA County Department of Beaches and Harbors,1010799007,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,Los Angeles County Department of Beaches and Harbors,"Malibu Surfrider Beach, Pier, Lagoon Park, Adamson House",23050 Pacific Coast Highway,,Malibu,CA,,"Visitors Center: 424-526-7900 <br>
Beaches and Harbors: 424-526-7777 <br>
",http://beaches.lacounty.gov ,"<a href=""http://www.malibucity.org""> City of Malibu </a>",,59078,"Facilities: Swimming, Surfing, Fishing, Diving, Volleyball Courts, Restrooms, Showers
Pier, Lagoon Park, Adamson House: <a href=""http://www.parks.ca.gov/?page_id=835""> Pier, Lagoon Park, and Adamson House are all near Malibu Surfrider Beach  </a>

Beach Accessways: <a href=""http://file.lacounty.gov/dbh/cms1_151453.jpg""> Beach Accessways Map </a>
Parking Lot Map: <a href=""http://file.lacounty.gov/dbh/cms1_150297.gif""> Malibu Surfrider Beach </a>",90265,http://egis3.lacounty.gov/lms/?p=59078,publish,34.03487049,-118.68020654,2017/07/20 07:53:59+00,info@bh.lacounty.gov,,6355586.29559714,1835767.71850489
-13225737.7755472,4029166.545329,57469,LA County Department of Beaches and Harbors,1010799011,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,Los Angeles County Department of Beaches and Harbors,Point Dume Beach,7103 Westward Beach Rd.,,Malibu,CA,,"Visitors Center: 424-526-7900 <br>
Beaches and Harbors: 424-526-7777 <br>
",http://beaches.lacounty.gov,"<a href=""http://www.malibucity.org""> City of Malibu </a>","<a href=""http://www.parks.ca.gov""> California State Parks </a>",59084,"Facilities: Swimming, Surfing, Fishing, Diving, View Point, Tidepools, Restrooms, Showers, Picnic Tables, Whale watching (January-March)
Parking Lot Map: <a href=""http://file.lacounty.gov/dbh/cms1_150299.gif""> Point Dume </a>",90265,http://egis3.lacounty.gov/lms/?p=59084,publish,34.0027147,-118.80882382,2017/07/20 08:02:58+00,info@bh.lacounty.gov,,6316525.37962463,1824354.58385089
-13185373.0533151,4024863.97737094,57485,LA County Department of Beaches and Harbors,1010799001,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,Los Angeles County Department of Beaches and Harbors,Los Angeles County Department Of Beaches And Harbors,13837 Fiji Way,,Marina Del Rey,CA,"Monday-Thursday, 7:00am to 6:00pm","Visitors Center: 424-526-7900 <br>
Beaches and Harbors: 424-526-7777 </br>
",http://beaches.lacounty.gov,"<a href=""http://www.parks.ca.gov""> California State Parks </a>",,59088,"Visitors Center: 4701 Admiralty Way, Marina del Rey CA 90292 <br>
Open every day for free information about sights and activities in Marina del Rey </br>
Burton Chace Park, 13650 Mindanao Way, Marina del Rey, CA 90292<br>
(Community Room available for public rental, barbecue grills, stroller and wheelchair accessible trails, guest boat docks)</br>
Dockweiler Youth Center (room available for conference rental) <br>
12505 Vista del Mar, Los Angeles CA 90245, call 310-726-4131 for information </br>
Anchorage 47 (in-the-water boat slips next to Burton Chace Park) <br>
Call 424-526-7890 for information, or e-mail DMarinaManager@bh.lacounty.gov </br>
Administration Building: 13837 Fiji Way, Marina del Rey CA 90292<br>
(Executive, Asset Management, Administrative Services)</br>
Fiscal: 13575 Mindanao Way, Marina del Rey CA 90292 <br>
(Payments for Lessees, Boat Slips, Dry Storage, Bike Lockers)</br>
Trailers: 13483 Fiji Way, Marina del Rey CA 90292<br>
(Beach Licenses and Permits, Planning, Human Resources, Facilities and Property Maintenance) </br>
<p>
<a href=""http://beaches.lacounty.gov/la-county-beach-bike-path/""> Beach Bike Path </a></p>
",90292,http://egis3.lacounty.gov/lms/?p=59088,publish,33.97066686,-118.44622135,2017/07/20 07:52:15+00,info@bh.lacounty.gov,,6426373.11793397,1812005.7207534
-13129437.8690832,4044733.42396367,58000,Current Services Locator,1003229002,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,LA County,Santa Fe Dam Recreation Area,15501 E. Arrow Highway,,Irwindale,CA,"Second and fourth Tuesday, 9:00am to 12:00 noon.",Service/Intake (626) 334-1065,http://parks.lacounty.gov/Parkinfo.asp?URL=cms1_033344.asp&Title=Santa%20Fe%20Dam%20Rec%20Area,,,59446,"The Department Provides Parks Services By Planning, Operating And Maintaining Regional Parks And Recreation Areas For The County Of Los Angeles. Services Are Offered At Fiften Locations; See Site List For Details. There Are No Geographic Restrictions.",91706,http://egis3.lacounty.gov/lms/?p=59446,publish,34.11856416,-117.94374704,2012/10/23 11:02:26+00,,,6578696.52424455,1865532.9207854
-13204266.848483,4096566.07787432,58002,Current Services Locator,1003229008,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,LA County,Castaic Lake Recreation Area,32132 Castaic Lake Dr.,,Castaic,CA,"The first and third Monday, 8:00am to 6:30pm. Closed Friday.",Service/Intake (661) 257-4050,http://lacountyparks.org/Parkinfo.asp?URL=cms1_033248.asp&Title=Castaic,,,59452,"The Department Provides Parks Services By Planning, Operating And Maintaining Regional Parks And Recreation Areas For The County Of Los Angeles. Services Are Offered At Fiften Locations; See Site List For Details. There Are No Geographic Restrictions.",91384,http://egis3.lacounty.gov/lms/?p=59452,publish,34.50316144,-118.6159472,2012/10/22 16:56:23+00,,,6376099.15220913,2006059.09084798
-13113097.0662912,4046624.0457265,58003,Current Services Locator,1003229012,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,LA County,San Dimas Canyon Community Regional Park And Nature Center,1628 N. Sycamore Canyon Rd.,,San Dimas,CA,The site is closed from 12:00 noon to 1:00pm.,Service/Intake (909) 599-7512,http://parks.lacounty.gov/Parkinfo.asp?URL=cms1_033381.asp&Title=San%20Dimas%20Canyon%20Park%20and%20Nature%20Center,,,59455,"The Department Provides Parks Services By Planning, Operating And Maintaining Regional Parks And Recreation Areas For The County Of Los Angeles. Services Are Offered At Fiften Locations; See Site List For Details. There Are No Geographic Restrictions.",91773,http://egis3.lacounty.gov/lms/?p=59455,publish,34.13262347,-117.79695511,2012/10/23 11:01:13+00,,,6623115.95935564,1870706.66175023
-13158169.9817245,3997401.08248572,58097,211,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,www.longbeach.gov/park/,"City Of Long Beach Department Of Parks, Recreation And Marine - Golden Shore Marine Biological Reserve Park",Golden Shore Ave.,,Long Beach,CA,"SITE HOURS: Monday through Sunday, Daylight Hours. ",Service/Intake (562) 989-3630,www.longbeach.gov/park/,,,59528,The Department provides recreational programs for people of all ages in Los Angeles County.,90802,http://egis3.lacounty.gov/lms/?p=59528,publish,33.765824,-118.201852,2013/06/01 11:50:56+00,,,6500317.63507089,1737219.63574581
-13145210.2779952,4002933.86863605,58099,211,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,www.longbeach.gov/park/,"City Of Long Beach Department Of Parks, Recreation And Marine - El Dorado East Regional Park And Nature Center",7550 E. Spring St.,,Long Beach,CA,"SITE HOURS: Monday through Sunday, Daylight hours. ","Service/Intake (562) 570-1773, Children's Nature Classes Service/Intake (562) 570-1745, Reservations for use of facility. Service/Intake (562) 570-3111",www.longbeach.gov/park/,,,59529,The Department provides recreational programs for people of all ages in Los Angeles County.,90815,http://egis3.lacounty.gov/lms/?p=59529,publish,33.807132,-118.085433,2013/06/01 11:50:56+00,,,6535715.82739772,1752202.20223731
-13146302.6560466,4002837.14120048,58111,211,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,www.longbeach.gov/park/,"City Of Long Beach Department Of Parks, Recreation And Marine - El Dorado Park West",2800 Studebaker Rd.,,Long Beach,CA,,Service/Intake (562) 570-3225,www.longbeach.gov/park/,,,59539,The Department provides recreational programs for people of all ages in Los Angeles County.,90815,http://egis3.lacounty.gov/lms/?p=59539,publish,33.80641,-118.095246,2013/06/01 11:50:56+00,,,6532734.3947123,1751942.12631389
-13157483.4744695,4007267.74900113,58114,211,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,www.longbeach.gov/park/,"City Of Long Beach Department Of Parks, Recreation And Marine - Rancho Los Cerritos",4600 Virginia Rd.,,Long Beach,CA,"SITE HOURS: Wednesday through Sunday, 1:00pm to 5:00pm; see website for schedule of events and tours ",Service/Intake (562) 570-1755,www.longbeach.gov/park/,,,59540,The Department provides recreational programs for people of all ages in Los Angeles County.,90807,http://egis3.lacounty.gov/lms/?p=59540,publish,33.839475,-118.195685,2013/06/01 11:50:56+00,,,6502244.26507589,1764019.48536123
-13171165.3210425,3992974.87533534,58156,211,,Arts and Recreation,Natural Areas and Wildlife Sanctuaries,,LA County Department of Parks and Recreation,Deane Dana Friendship Park and Nature Center,1805 W. Ninth St.,,San Pedro,CA,"Park Hours: Sunrise to Sunset
Nature Center Hours: 9:00 am to 5:00 pm, Closed Mondays
Parking Lot hours: 7:30 am to 5:00 pm (7:30 am to 7:00 pm during Daylight Savings Time)","Reservation Line - South County Area Service/Intake (800) 404-5888,  Service/Intake and Administration (626) 333-1369",http://parks.lacounty.gov/wps/portal/dpr/Parks/Deane_Dana_Friendship_Park_and_Nature_Center,,,59622,"Deane Dana Friendship Park and Nature Center offers breath-taking panoramic views of San Pedro, Santa Catalina Island and the Los Angeles / Long Beach harbor complex.  Comprised of 123 acres, it is also home to the beautiful, captive-bred and federally endangered Palos Verdes Blue butterfly.  The park also offers recreational activities including hiking trails, field trips, nature camps and a Nature Center.",90732,http://egis3.lacounty.gov/lms/?p=59622,publish,33.73276342,-118.31859112,2013/05/24 16:48:56+00,,,6464796.86752988,1725279.82268323
